KEY_benef_mun,best_match,match_score,CVE_ENT,Entidad_inegi,CVE_MUN,Municipio_inegi,KEY_inegi_municipio
tlaxcala-la magdalena tlaltelulco,tlaxcala-la magdalena tlaltelulco,100,29,Tlaxcala,48,La Magdalena Tlaltelulco,tlaxcala-la magdalena tlaltelulco
oaxaca-cosoltepec,oaxaca-cosoltepec,100,20,Oaxaca,22,Cosoltepec,oaxaca-cosoltepec
oaxaca-santa maria totolapilla,oaxaca-santa maria totolapilla,100,20,Oaxaca,440,Santa María Totolapilla,oaxaca-santa maria totolapilla
tlaxcala-san lucas tecopilco,tlaxcala-san lucas tecopilco,100,29,Tlaxcala,55,San Lucas Tecopilco,tlaxcala-san lucas tecopilco
zacatecas-nochistlan de mejia,zacatecas-nochistlan de mejia,100,32,Zacatecas,34,Nochistlán de Mejía,zacatecas-nochistlan de mejia
oaxaca-chahuites,oaxaca-chahuites,100,20,Oaxaca,25,Chahuites,oaxaca-chahuites
oaxaca-santa maria temaxcalapa,oaxaca-santa maria temaxcalapa,100,20,Oaxaca,432,Santa María Temaxcalapa,oaxaca-santa maria temaxcalapa
puebla-mazapiltepec de juarez,puebla-mazapiltepec de juarez,100,21,Puebla,96,Mazapiltepec de Juárez,puebla-mazapiltepec de juarez
oaxaca-capulalpam de mendez,oaxaca-capulalpam de mendez,100,20,Oaxaca,247,Capulálpam de Méndez,oaxaca-capulalpam de mendez
oaxaca-asuncion cuyotepeji,oaxaca-asuncion cuyotepeji,100,20,Oaxaca,4,Asunción Cuyotepeji,oaxaca-asuncion cuyotepeji
chiapas-tuzantan,chiapas-tuzantan,100,7,Chiapas,103,Tuzantán,chiapas-tuzantan
oaxaca-villa de tamazulapam del progreso,oaxaca-villa de tamazulapam del progreso,100,20,Oaxaca,540,Villa de Tamazulápam del Progreso,oaxaca-villa de tamazulapam del progreso
puebla-san jose chiapa,puebla-san jose chiapa,100,21,Puebla,128,San José Chiapa,puebla-san jose chiapa
zacatecas-genaro codina,zacatecas-genaro codina,100,32,Zacatecas,12,Genaro Codina,zacatecas-genaro codina
puebla-tochtepec,puebla-tochtepec,100,21,Puebla,189,Tochtepec,puebla-tochtepec
oaxaca-san pedro cajonos,oaxaca-san pedro cajonos,100,20,Oaxaca,303,San Pedro Cajonos,oaxaca-san pedro cajonos
tlaxcala-san damian texoloc,tlaxcala-san damian texoloc,100,29,Tlaxcala,49,San Damián Texóloc,tlaxcala-san damian texoloc
oaxaca-la reforma,oaxaca-la reforma,100,20,Oaxaca,76,La Reforma,oaxaca-la reforma
oaxaca-san pedro ixtlahuaca,oaxaca-san pedro ixtlahuaca,100,20,Oaxaca,310,San Pedro Ixtlahuaca,oaxaca-san pedro ixtlahuaca
chiapas-union juarez,chiapas-union juarez,100,7,Chiapas,105,Unión Juárez,chiapas-union juarez
oaxaca-santiago nuyoo,oaxaca-santiago nuyoo,100,20,Oaxaca,481,Santiago Nuyoó,oaxaca-santiago nuyoo
oaxaca-santa ana,oaxaca-santa ana,100,20,Oaxaca,353,Santa Ana,oaxaca-santa ana
oaxaca-santa cruz tayata,oaxaca-santa cruz tayata,100,20,Oaxaca,383,Santa Cruz Tayata,oaxaca-santa cruz tayata
zacatecas-zacatecas,zacatecas-zacatecas,100,32,Zacatecas,56,Zacatecas,zacatecas-zacatecas
oaxaca-santa magdalena jicotlan,oaxaca-santa magdalena jicotlan,100,20,Oaxaca,47,Santa Magdalena Jicotlán,oaxaca-santa magdalena jicotlan
oaxaca-san jose estancia grande,oaxaca-san jose estancia grande,100,20,Oaxaca,168,San José Estancia Grande,oaxaca-san jose estancia grande
oaxaca-santa catarina mechoacan,oaxaca-santa catarina mechoacan,100,20,Oaxaca,367,Santa Catarina Mechoacán,oaxaca-santa catarina mechoacan
oaxaca-rojas de cuauhtemoc,oaxaca-rojas de cuauhtemoc,100,20,Oaxaca,78,Rojas de Cuauhtémoc,oaxaca-rojas de cuauhtemoc
tlaxcala-san jeronimo zacualpan,tlaxcala-san jeronimo zacualpan,100,29,Tlaxcala,51,San Jerónimo Zacualpan,tlaxcala-san jeronimo zacualpan
tlaxcala-san francisco tetlanohcan,tlaxcala-san francisco tetlanohcan,100,29,Tlaxcala,50,San Francisco Tetlanohcan,tlaxcala-san francisco tetlanohcan
nayarit-xalisco,nayarit-xalisco,100,18,Nayarit,8,Xalisco,nayarit-xalisco
oaxaca-santiago tilantongo,oaxaca-santiago tilantongo,100,20,Oaxaca,492,Santiago Tilantongo,oaxaca-santiago tilantongo
tlaxcala-cuaxomulco,tlaxcala-cuaxomulco,100,29,Tlaxcala,9,Cuaxomulco,tlaxcala-cuaxomulco
oaxaca-san nicolas hidalgo,oaxaca-san nicolas hidalgo,100,20,Oaxaca,290,San Nicolás Hidalgo,oaxaca-san nicolas hidalgo
chiapas-san andres duraznal,chiapas-san andres duraznal,100,7,Chiapas,118,San Andrés Duraznal,chiapas-san andres duraznal
oaxaca-san andres dinicuiti,oaxaca-san andres dinicuiti,100,20,Oaxaca,89,San Andrés Dinicuiti,oaxaca-san andres dinicuiti
oaxaca-santiago zoochila,oaxaca-santiago zoochila,100,20,Oaxaca,503,Santiago Zoochila,oaxaca-santiago zoochila
tlaxcala-santa ana nopalucan,tlaxcala-santa ana nopalucan,100,29,Tlaxcala,56,Santa Ana Nopalucan,tlaxcala-santa ana nopalucan
oaxaca-santiago del rio,oaxaca-santiago del rio,100,20,Oaxaca,461,Santiago del Río,oaxaca-santiago del rio
oaxaca-santo domingo albarradas,oaxaca-santo domingo albarradas,100,20,Oaxaca,506,Santo Domingo Albarradas,oaxaca-santo domingo albarradas
oaxaca-san lorenzo victoria,oaxaca-san lorenzo victoria,100,20,Oaxaca,230,San Lorenzo Victoria,oaxaca-san lorenzo victoria
oaxaca-chalcatongo de hidalgo,oaxaca-chalcatongo de hidalgo,100,20,Oaxaca,26,Chalcatongo de Hidalgo,oaxaca-chalcatongo de hidalgo
puebla-san miguel xoxtla,puebla-san miguel xoxtla,100,21,Puebla,136,San Miguel Xoxtla,puebla-san miguel xoxtla
oaxaca-san pedro amuzgos,oaxaca-san pedro amuzgos,100,20,Oaxaca,300,San Pedro Amuzgos,oaxaca-san pedro amuzgos
chiapas-belisario dominguez,chiapas-acacoyagua,86,7,Chiapas,1,Acacoyagua,chiapas-acacoyagua
oaxaca-san juan yaee,oaxaca-san juan yaee,100,20,Oaxaca,222,San Juan Yaeé,oaxaca-san juan yaee
oaxaca-santa maria apazco,oaxaca-santa maria apazco,100,20,Oaxaca,395,Santa María Apazco,oaxaca-santa maria apazco
oaxaca-abejones,oaxaca-abejones,100,20,Oaxaca,1,Abejones,oaxaca-abejones
oaxaca-san pablo tijaltepec,oaxaca-san pablo tijaltepec,100,20,Oaxaca,297,San Pablo Tijaltepec,oaxaca-san pablo tijaltepec
oaxaca-santiago huauclilla,oaxaca-santiago huauclilla,100,20,Oaxaca,463,Santiago Huauclilla,oaxaca-santiago huauclilla
oaxaca-san pedro molinos,oaxaca-san pedro molinos,100,20,Oaxaca,320,San Pedro Molinos,oaxaca-san pedro molinos
oaxaca-san juan bautista coixtlahuaca,oaxaca-san juan bautista coixtlahuaca,100,20,Oaxaca,176,San Juan Bautista Coixtlahuaca,oaxaca-san juan bautista coixtlahuaca
oaxaca-tanetze de zaragoza,oaxaca-tanetze de zaragoza,100,20,Oaxaca,541,Tanetze de Zaragoza,oaxaca-tanetze de zaragoza
oaxaca-san martin huamelulpam,oaxaca-san martin huamelulpam,100,20,Oaxaca,239,San Martín Huamelúlpam,oaxaca-san martin huamelulpam
oaxaca-san antonio sinicahua,oaxaca-san antonio sinicahua,100,20,Oaxaca,110,San Antonio Sinicahua,oaxaca-san antonio sinicahua
oaxaca-santiago yolomecatl,oaxaca-santiago yolomecatl,100,20,Oaxaca,499,Santiago Yolomécatl,oaxaca-santiago yolomecatl
oaxaca-san juan teposcolula,oaxaca-san juan teposcolula,100,20,Oaxaca,221,San Juan Teposcolula,oaxaca-san juan teposcolula
oaxaca-san pablo macuiltianguis,oaxaca-san pablo macuiltianguis,100,20,Oaxaca,296,San Pablo Macuiltianguis,oaxaca-san pablo macuiltianguis
oaxaca-santa maria yalina,oaxaca-santa maria yalina,100,20,Oaxaca,442,Santa María Yalina,oaxaca-santa maria yalina
oaxaca-santa maria jaltianguis,oaxaca-santa maria jaltianguis,100,20,Oaxaca,419,Santa María Jaltianguis,oaxaca-santa maria jaltianguis
oaxaca-san miguel yotao,oaxaca-san miguel yotao,100,20,Oaxaca,288,San Miguel Yotao,oaxaca-san miguel yotao
oaxaca-reyes etla,oaxaca-reyes etla,100,20,Oaxaca,77,Reyes Etla,oaxaca-reyes etla
oaxaca-san juan tabaa,oaxaca-san juan tabaa,100,20,Oaxaca,216,San Juan Tabaá,oaxaca-san juan tabaa
oaxaca-santo domingo tonaltepec,oaxaca-santo domingo tonaltepec,100,20,Oaxaca,521,Santo Domingo Tonaltepec,oaxaca-santo domingo tonaltepec
oaxaca-teotitlan del valle,oaxaca-teotitlan del valle,100,20,Oaxaca,546,Teotitlán del Valle,oaxaca-teotitlan del valle
oaxaca-san juan evangelista analco,oaxaca-san juan evangelista analco,100,20,Oaxaca,196,San Juan Evangelista Analco,oaxaca-san juan evangelista analco
oaxaca-villa de chilapa de diaz,oaxaca-villa de chilapa de diaz,100,20,Oaxaca,405,Villa de Chilapa de Díaz,oaxaca-villa de chilapa de diaz
oaxaca-san juan sayultepec,oaxaca-san juan sayultepec,100,20,Oaxaca,215,San Juan Sayultepec,oaxaca-san juan sayultepec
oaxaca-san cristobal amoltepec,oaxaca-san cristobal amoltepec,100,20,Oaxaca,127,San Cristóbal Amoltepec,oaxaca-san cristobal amoltepec
oaxaca-santiago ayuquililla,oaxaca-santiago ayuquililla,100,20,Oaxaca,455,Santiago Ayuquililla,oaxaca-santiago ayuquililla
oaxaca-san francisco chindua,oaxaca-san francisco chindua,100,20,Oaxaca,140,San Francisco Chindúa,oaxaca-san francisco chindua
oaxaca-san miguel tequixtepec,oaxaca-san miguel tequixtepec,100,20,Oaxaca,283,San Miguel Tequixtepec,oaxaca-san miguel tequixtepec
morelos-xochitepec,morelos-xochitepec,100,17,Morelos,28,Xochitepec,morelos-xochitepec
oaxaca-oaxaca de juarez,oaxaca-oaxaca de juarez,100,20,Oaxaca,67,Oaxaca de Juárez,oaxaca-oaxaca de juarez
oaxaca-santa cruz de bravo,oaxaca-santa cruz de bravo,100,20,Oaxaca,376,Santa Cruz de Bravo,oaxaca-santa cruz de bravo
oaxaca-santo domingo ixcatlan,oaxaca-santo domingo ixcatlan,100,20,Oaxaca,510,Santo Domingo Ixcatlán,oaxaca-santo domingo ixcatlan
oaxaca-magdalena zahuatlan,oaxaca-magdalena zahuatlan,100,20,Oaxaca,54,Magdalena Zahuatlán,oaxaca-magdalena zahuatlan
oaxaca-magdalena apasco,oaxaca-magdalena apasco,100,20,Oaxaca,45,Magdalena Apasco,oaxaca-magdalena apasco
tlaxcala-santa apolonia teacalco,tlaxcala-santa apolonia teacalco,100,29,Tlaxcala,57,Santa Apolonia Teacalco,tlaxcala-santa apolonia teacalco
chiapas-sunuapa,chiapas-sunuapa,100,7,Chiapas,88,Sunuapa,chiapas-sunuapa
oaxaca-teotongo,oaxaca-teotongo,100,20,Oaxaca,547,Teotongo,oaxaca-teotongo
oaxaca-san lorenzo albarradas,oaxaca-san lorenzo albarradas,100,20,Oaxaca,226,San Lorenzo Albarradas,oaxaca-san lorenzo albarradas
oaxaca-san pedro yucunama,oaxaca-san pedro yucunama,100,20,Oaxaca,341,San Pedro Yucunama,oaxaca-san pedro yucunama
oaxaca-san antonio nanahuatipam,oaxaca-san antonio nanahuatipam,100,20,Oaxaca,109,San Antonio Nanahuatípam,oaxaca-san antonio nanahuatipam
tlaxcala-contla de juan cuamatzi,tlaxcala-contla de juan cuamatzi,100,29,Tlaxcala,18,Contla de Juan Cuamatzi,tlaxcala-contla de juan cuamatzi
oaxaca-san pedro nopala,oaxaca-san pedro nopala,100,20,Oaxaca,321,San Pedro Nopala,oaxaca-san pedro nopala
oaxaca-santa maria guienagati,oaxaca-santa maria guienagati,100,20,Oaxaca,412,Santa María Guienagati,oaxaca-santa maria guienagati
oaxaca-san bartolo soyaltepec,oaxaca-san bartolo soyaltepec,100,20,Oaxaca,121,San Bartolo Soyaltepec,oaxaca-san bartolo soyaltepec
zacatecas-luis moya,zacatecas-luis moya,100,32,Zacatecas,25,Luis Moya,zacatecas-luis moya
zacatecas-villanueva,zacatecas-villanueva,100,32,Zacatecas,55,Villanueva,zacatecas-villanueva
oaxaca-santa catarina quiane,oaxaca-santa catarina quiane,100,20,Oaxaca,369,Santa Catarina Quiané,oaxaca-santa catarina quiane
zacatecas-tepetongo,zacatecas-tepetongo,100,32,Zacatecas,46,Tepetongo,zacatecas-tepetongo
oaxaca-santa ana cuauhtemoc,oaxaca-santa ana cuauhtemoc,100,20,Oaxaca,355,Santa Ana Cuauhtémoc,oaxaca-santa ana cuauhtemoc
tlaxcala-tenancingo,tlaxcala-tenancingo,100,29,Tlaxcala,27,Tenancingo,tlaxcala-tenancingo
oaxaca-santa maria yavesia,oaxaca-santa maria yavesia,100,20,Oaxaca,443,Santa María Yavesía,oaxaca-santa maria yavesia
oaxaca-santo domingo tomaltepec,oaxaca-santo domingo tomaltepec,100,20,Oaxaca,519,Santo Domingo Tomaltepec,oaxaca-santo domingo tomaltepec
oaxaca-san marcial ozolotepec,oaxaca-san marcial ozolotepec,100,20,Oaxaca,236,San Marcial Ozolotepec,oaxaca-san marcial ozolotepec
oaxaca-san lucas camotlan,oaxaca-san lucas camotlan,100,20,Oaxaca,231,San Lucas Camotlán,oaxaca-san lucas camotlan
oaxaca-villa tejupam de la union,oaxaca-villa tejupam de la union,100,20,Oaxaca,486,Villa Tejúpam de la Unión,oaxaca-villa tejupam de la union
chiapas-santiago el pinar,chiapas-santiago el pinar,100,7,Chiapas,119,Santiago el Pinar,chiapas-santiago el pinar
oaxaca-san andres sinaxtla,oaxaca-san andres sinaxtla,100,20,Oaxaca,96,San Andrés Sinaxtla,oaxaca-san andres sinaxtla
oaxaca-santa maria coyotepec,oaxaca-santa maria coyotepec,100,20,Oaxaca,403,Santa María Coyotepec,oaxaca-santa maria coyotepec
tlaxcala-amaxac de guerrero,tlaxcala-amaxac de guerrero,100,29,Tlaxcala,1,Amaxac de Guerrero,tlaxcala-amaxac de guerrero
oaxaca-san miguel tecomatlan,oaxaca-san miguel tecomatlan,100,20,Oaxaca,281,San Miguel Tecomatlán,oaxaca-san miguel tecomatlan
morelos-zacatepec,morelos-zacatepec,100,17,Morelos,31,Zacatepec,morelos-zacatepec
oaxaca-san miguel huautla,oaxaca-san miguel huautla,100,20,Oaxaca,270,San Miguel Huautla,oaxaca-san miguel huautla
oaxaca-san juan teita,oaxaca-san juan teita,100,20,Oaxaca,218,San Juan Teita,oaxaca-san juan teita
oaxaca-san pedro el alto,oaxaca-san pedro el alto,100,20,Oaxaca,306,San Pedro el Alto,oaxaca-san pedro el alto
oaxaca-san jeronimo silacayoapilla,oaxaca-san jeronimo silacayoapilla,100,20,Oaxaca,160,San Jerónimo Silacayoapilla,oaxaca-san jeronimo silacayoapilla
oaxaca-san lorenzo cacaotepec,oaxaca-san lorenzo cacaotepec,100,20,Oaxaca,227,San Lorenzo Cacaotepec,oaxaca-san lorenzo cacaotepec
oaxaca-san miguel tilquiapam,oaxaca-san miguel tilquiapam,100,20,Oaxaca,284,San Miguel Tilquiápam,oaxaca-san miguel tilquiapam
oaxaca-santa ana yareni,oaxaca-santa ana yareni,100,20,Oaxaca,359,Santa Ana Yareni,oaxaca-santa ana yareni
zacatecas-jimenez del teul,zacatecas-jimenez del teul,100,32,Zacatecas,21,Jiménez del Teul,zacatecas-jimenez del teul
oaxaca-san pedro tidaa,oaxaca-san pedro tidaa,100,20,Oaxaca,331,San Pedro Tidaá,oaxaca-san pedro tidaa
oaxaca-san pedro coxcaltepec cantaros,oaxaca-san pedro coxcaltepec cantaros,100,20,Oaxaca,304,San Pedro Coxcaltepec Cántaros,oaxaca-san pedro coxcaltepec cantaros
oaxaca-magdalena yodocono de porfirio diaz,oaxaca-magdalena yodocono de porfirio diaz,100,20,Oaxaca,562,Magdalena Yodocono de Porfirio Díaz,oaxaca-magdalena yodocono de porfirio diaz
oaxaca-san mateo rio hondo,oaxaca-san mateo rio hondo,100,20,Oaxaca,254,San Mateo Río Hondo,oaxaca-san mateo rio hondo
oaxaca-santiago yucuyachi,oaxaca-santiago yucuyachi,100,20,Oaxaca,501,Santiago Yucuyachi,oaxaca-santiago yucuyachi
oaxaca-santiago ihuitlan plumas,oaxaca-santiago ihuitlan plumas,100,20,Oaxaca,464,Santiago Ihuitlán Plumas,oaxaca-santiago ihuitlan plumas
oaxaca-santiago nejapilla,oaxaca-santiago nejapilla,100,20,Oaxaca,479,Santiago Nejapilla,oaxaca-santiago nejapilla
oaxaca-santa lucia miahuatlan,oaxaca-santa lucia miahuatlan,100,20,Oaxaca,391,Santa Lucía Miahuatlán,oaxaca-santa lucia miahuatlan
oaxaca-santa maria nduayaco,oaxaca-santa maria nduayaco,100,20,Oaxaca,423,Santa María Nduayaco,oaxaca-santa maria nduayaco
oaxaca-santa maria chachoapam,oaxaca-santa maria chachoapam,100,20,Oaxaca,404,Santa María Chachoápam,oaxaca-santa maria chachoapam
oaxaca-san francisco nuxano,oaxaca-san francisco nuxano,100,20,Oaxaca,147,San Francisco Nuxaño,oaxaca-san francisco nuxano
oaxaca-san francisco lachigolo,oaxaca-san francisco lachigolo,100,20,Oaxaca,145,San Francisco Lachigoló,oaxaca-san francisco lachigolo
oaxaca-santa maria tataltepec,oaxaca-santa maria tataltepec,100,20,Oaxaca,430,Santa María Tataltepec,oaxaca-santa maria tataltepec
oaxaca-san pablo cuatro venados,oaxaca-san pablo cuatro venados,100,20,Oaxaca,292,San Pablo Cuatro Venados,oaxaca-san pablo cuatro venados
oaxaca-santiago tillo,oaxaca-santiago tillo,100,20,Oaxaca,493,Santiago Tillo,oaxaca-santiago tillo
oaxaca-san mateo tlapiltepec,oaxaca-san mateo tlapiltepec,100,20,Oaxaca,256,San Mateo Tlapiltepec,oaxaca-san mateo tlapiltepec
oaxaca-san francisco teopan,oaxaca-san francisco teopan,100,20,Oaxaca,151,San Francisco Teopan,oaxaca-san francisco teopan
oaxaca-san bartolome quialana,oaxaca-san bartolome quialana,100,20,Oaxaca,118,San Bartolomé Quialana,oaxaca-san bartolome quialana
oaxaca-san agustin de las juntas,oaxaca-san agustin de las juntas,100,20,Oaxaca,83,San Agustín de las Juntas,oaxaca-san agustin de las juntas
oaxaca-santiago tepetlapa,oaxaca-santiago tepetlapa,100,20,Oaxaca,488,Santiago Tepetlapa,oaxaca-santiago tepetlapa
oaxaca-santiago tlazoyaltepec,oaxaca-santiago tlazoyaltepec,100,20,Oaxaca,494,Santiago Tlazoyaltepec,oaxaca-santiago tlazoyaltepec
oaxaca-guadalupe etla,oaxaca-guadalupe etla,100,20,Oaxaca,33,Guadalupe Etla,oaxaca-guadalupe etla
oaxaca-nazareno etla,oaxaca-nazareno etla,100,20,Oaxaca,63,Nazareno Etla,oaxaca-nazareno etla
oaxaca-san juan diuxi,oaxaca-san juan diuxi,100,20,Oaxaca,195,San Juan Diuxi,oaxaca-san juan diuxi
oaxaca-san juan yucuita,oaxaca-san juan yucuita,100,20,Oaxaca,224,San Juan Yucuita,oaxaca-san juan yucuita
oaxaca-san agustin amatengo,oaxaca-san agustin amatengo,100,20,Oaxaca,80,San Agustín Amatengo,oaxaca-san agustin amatengo
oaxaca-san agustin etla,oaxaca-san agustin etla,100,20,Oaxaca,84,San Agustín Etla,oaxaca-san agustin etla
oaxaca-san juan achiutla,oaxaca-san juan achiutla,100,20,Oaxaca,172,San Juan Achiutla,oaxaca-san juan achiutla
oaxaca-santa ines del monte,oaxaca-santa ines del monte,100,20,Oaxaca,388,Santa Inés del Monte,oaxaca-santa ines del monte
morelos-jiutepec,morelos-jiutepec,100,17,Morelos,11,Jiutepec,morelos-jiutepec
oaxaca-san pedro yaneri,oaxaca-san pedro yaneri,100,20,Oaxaca,335,San Pedro Yaneri,oaxaca-san pedro yaneri
tlaxcala-santa cruz quilehtla,tlaxcala-santa cruz quilehtla,100,29,Tlaxcala,59,Santa Cruz Quilehtla,tlaxcala-santa cruz quilehtla
tlaxcala-santa isabel xiloxoxtla,tlaxcala-santa isabel xiloxoxtla,100,29,Tlaxcala,60,Santa Isabel Xiloxoxtla,tlaxcala-santa isabel xiloxoxtla
oaxaca-santa ines yatzeche,oaxaca-santa ines yatzeche,100,20,Oaxaca,389,Santa Inés Yatzeche,oaxaca-santa ines yatzeche
oaxaca-tepelmeme villa de morelos,oaxaca-tepelmeme villa de morelos,100,20,Oaxaca,548,Tepelmeme Villa de Morelos,oaxaca-tepelmeme villa de morelos
oaxaca-tlacotepec plumas,oaxaca-tlacotepec plumas,100,20,Oaxaca,552,Tlacotepec Plumas,oaxaca-tlacotepec plumas
oaxaca-guelatao de juarez,oaxaca-guelatao de juarez,100,20,Oaxaca,35,Guelatao de Juárez,oaxaca-guelatao de juarez
chiapas-capitan luis angel vidal,chiapas-capitan luis angel vidal,100,7,Chiapas,120,Capitán Luis Ángel Vidal,chiapas-capitan luis angel vidal
oaxaca-juchitan de zaragoza,oaxaca-juchitan de zaragoza,100,20,Oaxaca,43,Juchitán de Zaragoza,oaxaca-juchitan de zaragoza
zacatecas-cuauhtemoc,zacatecas-cuauhtemoc,100,32,Zacatecas,8,Cuauhtémoc,zacatecas-cuauhtemoc
oaxaca-san pedro martir yucuxaco,oaxaca-san pedro martir yucuxaco,100,20,Oaxaca,317,San Pedro Mártir Yucuxaco,oaxaca-san pedro martir yucuxaco
tlaxcala-san juan huactzinco,tlaxcala-san juan huactzinco,100,29,Tlaxcala,53,San Juan Huactzinco,tlaxcala-san juan huactzinco
zacatecas-trinidad garcia de la cadena,zacatecas-trinidad garcia de la cadena,100,32,Zacatecas,11,Trinidad García de la Cadena,zacatecas-trinidad garcia de la cadena
oaxaca-san cristobal suchixtlahuaca,oaxaca-san cristobal suchixtlahuaca,100,20,Oaxaca,129,San Cristóbal Suchixtlahuaca,oaxaca-san cristobal suchixtlahuaca
oaxaca-san mateo sindihui,oaxaca-san mateo sindihui,100,20,Oaxaca,255,San Mateo Sindihui,oaxaca-san mateo sindihui
oaxaca-la trinidad vista hermosa,oaxaca-la trinidad vista hermosa,100,20,Oaxaca,556,La Trinidad Vista Hermosa,oaxaca-la trinidad vista hermosa
oaxaca-san pedro ocotepec,oaxaca-san pedro ocotepec,100,20,Oaxaca,323,San Pedro Ocotepec,oaxaca-san pedro ocotepec
oaxaca-san baltazar yatzachi el bajo,oaxaca-san baltazar yatzachi el bajo,100,20,Oaxaca,114,San Baltazar Yatzachi el Bajo,oaxaca-san baltazar yatzachi el bajo
oaxaca-santa cruz xoxocotlan,oaxaca-santa cruz xoxocotlan,100,20,Oaxaca,385,Santa Cruz Xoxocotlán,oaxaca-santa cruz xoxocotlan
oaxaca-san andres tepetlapa,oaxaca-san andres tepetlapa,100,20,Oaxaca,99,San Andrés Tepetlapa,oaxaca-san andres tepetlapa
oaxaca-san bartolome zoogocho,oaxaca-san bartolome zoogocho,100,20,Oaxaca,120,San Bartolomé Zoogocho,oaxaca-san bartolome zoogocho
oaxaca-santa lucia del camino,oaxaca-santa lucia del camino,100,20,Oaxaca,390,Santa Lucía del Camino,oaxaca-santa lucia del camino
